id,sponsor,event,venue,place,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
32455,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0061_wotm,1918-01-21T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32456,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0062_wotm,1918-01-11T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,71
32457,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0063_wotm,1918-01-11T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,163
32458,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0064_wotm,1918-01-12T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,280
32459,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0065_wotm,1918-01-12T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,38
32460,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0066_wotm,1918-01-14T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,287
32461,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0067_wotm,1918-01-14T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,227
32462,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0068_wotm,1918-01-15T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,124
32463,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0069_wotm,1918-01-15T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,226
32464,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0070_wotm,1918-01-16T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,93
32465,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0071_wotm,1918-01-16T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,260
32466,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0072_wotm,1918-01-17T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,322
32467,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0073_wotm,1918-01-17T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,317
32468,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0074_wotm,1918-01-18T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,316
32469,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0075_wotm,1918-01-18T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,192
32470,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0076_wotm,1918-01-19T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,181
32471,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0077_wotm,1918-01-19T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,98
32472,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0078_wotm,1918-01-21T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,114
32473,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0079_wotm,1918-01-21T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,321
32474,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,,1918-0080_wotm,1918-01-14T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,149
32475,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,,1918-0081_wotm,1918-01-14T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,156
32476,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,,1918-0082_wotm,1918-01-13T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,158
32477,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,,1918-0083_wotm,1918-01-13T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,166
32478,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,,1918-0084_wotm,1918-01-12T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,168
32479,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,,1918-0085_wotm,1918-01-12T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,163
32480,THE BILTMORE,,,,28x18cm folded; 28x36cm open,NONE,,1918-0086_wotm,1918-01-11T00:00:00Z,THE BILTMORE,Dollars,$,COMPLETE,4,163
32481,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0087_wotm,1918-01-14T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,Dollars,$,COMPLETE,1,21
32482,PENNSYLVANIA RAILROAD,,,,20x13cm,NONE,breakfast,1918-0088_wotm,1918-01-15T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,1,48
32483,PENNSYLVANIA RAILROAD,,,,20x13cm,NONE,luncheon,1918-0089_wotm,1918-01-15T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,1,55
32484,PENNSYLVANIA RAILROAD,,,,20x13cm,NONE,dinner,1918-0090_wotm,1918-01-15T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,1,49
32485,PENNSYLVANIA RAILROAD,,,,20x13cm,NONE,breakfast,1918-0091_wotm,1918-01-16T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,1,37
32486,PENNSYLVANIA RAILROAD,,,,20x13cm,NONE,luncheon,1918-0092_wotm,1918-01-16T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,1,73
32487,PENNSYLVANIA RAILROAD,,,,20x13cm,NONE,dinner,1918-0093_wotm,1918-01-16T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,1,49
32488,PENNSYLVANIA RAILROAD,,,,20x13cm,NONE,breakfast,1918-0094_wotm,1918-01-18T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,1,43
32489,PENNSYLVANIA RAILROAD,,,,20x13cm,NONE,luncheon,1918-0095_wotm,1918-01-18T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,1,58
32490,PENNSYLVANIA RAILROAD,,,,20x13cm,NONE,dinner,1918-0096_wotm,1918-01-18T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,1,54
32491,PENNSYLVANIA RAILROAD,,,,20x13cm,NONE,Restaurant Car Service,1918-0097_wotm,1918-01-18T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,1,37
32492,HOTEL HERALD SQUARE,,,,29.5x22cm folded; 29.5x43cm open,NONE,,1918-0098_wotm,1918-01-12T00:00:00Z,HERALD SQUARE HOTEL,Dollars,$,COMPLETE,3,513
32493,UNKNOWN,,,,37.5x18cm,NONE,menu is tattered,1918-0099_wotm,1918-01-11T00:00:00Z,UNKNOWN,Dollars,$,COMPLETE,2,75
32494,THEODORE MULLER LADIES' AND GENTLEMEN'S OYSTER AND CHOP HOUSE,,,,28x18cm folded; 28x36cm open,NONE,,1918-0100_wotm,1918-01-17T00:00:00Z,THEODORE MULLER LADIES' AND GENTLEMEN'S OYSTER AND CHOP HOUSE,Dollars,$,COMPLETE,4,312
32495,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,luncheon,1918-0140_wotm,1918-01-25T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,150
32496,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,supper,1918-0141_wotm,1918-01-25T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,89
32497,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,dinner,1918-0142_wotm,1918-01-25T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,40
32498,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,breakfast,1918-0143_wotm,1918-01-26T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,52
32499,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,luncheon,1918-0144_wotm,1918-01-26T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,192
32500,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,supper,1918-0145_wotm,1918-01-26T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,218
32501,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,dinner,1918-0146_wotm,1918-01-26T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,154
32502,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,breakfast,1918-0147_wotm,1918-01-27T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,62
32503,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,luncheon,1918-0148_wotm,1918-01-27T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,166
32504,THE PULLMAN COMPANY,,,,16.5x11cm,NONE,,1918-0101_wotm,1918-01-21T00:00:00Z,THE PULLMAN COMPANY,Dollars,$,COMPLETE,1,32
32505,THE PULLMAN COMPANY,,,,17x12cm,NONE,beverages and tobacco,1918-0102_wotm,1918-01-21T00:00:00Z,THE PULLMAN COMPANY,Dollars,$,COMPLETE,1,20
32506,PENNSYLVANIA RAILROAD,,,,23.5x16.5cm folded; 23.5x33cm open,NONE,,1918-0103_wotm,1918-01-21T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,4,172
32507,PENNSYLVANIA RAILROAD,,,,26.5x15.5cm,NONE,,1918-0104_wotm,1918-01-21T00:00:00Z,PENNSYLVANIA RAILROAD,Dollars,$,COMPLETE,2,54
32508,CAFÉ NEW YORK RESTAURANT,,,,33x21cm,NONE,dinner,1918-0105_wotm,1918-01-21T00:00:00Z,CAFÉ NEW YORK RESTAURANT,Dollars,$,COMPLETE,2,386
32509,CAFÉ NEW YORK RESTAURANT,,,,33x21cm,NONE,luncheon,1918-0106_wotm,1918-01-21T00:00:00Z,CAFÉ NEW YORK RESTAURANT,Dollars,$,COMPLETE,2,280
32510,HOTEL MAJESTIC,,,,24x15.5cm folded; 24x31cm open,NONE,Ye Olde Settlers' Association of Ye West Side,1918-0107_wotm,1918-01-17T00:00:00Z,HOTEL MAJESTIC,Dollars,$,COMPLETE,12,23
32511,CAVANAGH'S,,,,35.5x23.5cm folded; 35.5x27cm open,NONE,,1918-0108_wotm,1918-01-21T00:00:00Z,CAVANAGH'S,Dollars,$,COMPLETE,4,525
32512,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,supper,1918-0109_wotm,1918-01-17T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,267
32513,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,dinner,1918-0110_wotm,1918-01-17T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,626
32514,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,breakfast,1918-0111_wotm,1918-01-18T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,121
32515,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,luncheon,1918-0112_wotm,1918-01-18T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,109
32516,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,supper,1918-0113_wotm,1918-01-18T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,269
32517,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,dinner,1918-0114_wotm,1918-01-18T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,288
32518,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,breakfast,1918-0115_wotm,1918-01-19T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,162
32519,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,luncheon,1918-0116_wotm,1918-01-19T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,225
32520,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,supper,1918-0117_wotm,1918-01-19T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,287
32521,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,dinner,1918-0118_wotm,1918-01-19T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,198
32522,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,breakfast,1918-0119_wotm,1918-01-20T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,172
32523,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,luncheon,1918-0120_wotm,1918-01-20T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,81
32524,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,supper,1918-0121_wotm,1918-01-20T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,134
32525,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,dinner,1918-0122_wotm,1918-01-20T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,325
32526,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,breakfast,1918-0123_wotm,1918-01-21T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,128
32527,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,luncheon,1918-0124_wotm,1918-01-21T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,296
32528,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,supper,1918-0125_wotm,1918-01-21T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,97
32529,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,dinner,1918-0126_wotm,1918-01-21T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,278
32530,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,breakfast,1918-0127_wotm,1918-01-22T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,124
32531,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,luncheon,1918-0128_wotm,1918-01-22T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,254
32532,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,supper,1918-0129_wotm,1918-01-22T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,251
32533,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,dinner,1918-0130_wotm,1918-01-22T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,125
32534,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,breakfast,1918-0131_wotm,1918-01-23T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,145
32535,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,luncheon,1918-0132_wotm,1918-01-23T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,212
32536,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,supper,1918-0133_wotm,1918-01-23T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,260
32537,THE MOUQUIN RESTAURANT AND WINE CO.,,,,35.5x19.5cm folded; 35.5x39cm open,NONE,dinner,1918-0134_wotm,1918-01-23T00:00:00Z,THE MOUQUIN RESTAURANT AND WINE CO.,Dollars,$,COMPLETE,3,95
32538,HOTEL JUDSON,,,,25.5x18cm folded; 25.5x36cm open,NONE,,1918-0271_wotm,1918-12-01T00:00:00Z,HOTEL JUDSON,,,COMPLETE,2,28
32539,HOTEL TRAYMORE,,,,28x20.5cm folded; 28x41cm open,NONE,,1918-0272_wotm,1918-07-13T00:00:00Z,HOTEL TRAYMORE,Dollars,$,COMPLETE,4,90
32540,HOTEL TRAYMORE,,,,25.5x19cm,NONE,,1918-0273_wotm,1918-04-06T00:00:00Z,HOTEL TRAYMORE,,,COMPLETE,1,63
32541,HOTEL MCALPIN,,,,21.5x13cm folded; 21.5x26cm open,NONE,Society of American Magician's 14th Annual Dinner,1918-0274_wotm,1918-05-31T00:00:00Z,HOTEL MCALPIN,,,COMPLETE,4,12
32542,HOTEL ASTOR,,,,26.5x17cm folded; 26.5x34cm open,NONE,menu is ripped,1918-0275_wotm,1918-06-01T00:00:00Z,HOTEL ASTOR,Dollars,$,COMPLETE,4,262
32543,HOTEL ASTOR,,,,127x17cm,NONE,,1918-0276_wotm,1918-06-17T00:00:00Z,HOTEL ASTOR,Dollars,$,COMPLETE,2,137
32544,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0277_wotm,1918-04-01T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,,,COMPLETE,1,18
32545,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0278_wotm,1918-04-01T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,15
32546,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0279_wotm,1918-04-01T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,203
32547,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0280_wotm,1918-04-02T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,317
32548,HEALY'S FORTY-SECOND STREET RESTAURANT,,,,33x18cm,NONE,,1918-0281_wotm,1918-04-02T00:00:00Z,HEALY'S FORTY-SECOND STREET RESTAURANT,Dollars,$,COMPLETE,2,222
32549,HOTEL ASTOR,,,,37x27cm folded; 37x54cm open,NONE,New York Athletic Club,1918-0282_wotm,1918-09-30T00:00:00Z,HOTEL ASTOR,,,COMPLETE,9,15
32550,WM. F. HEALY'S 42ND ST. GRILL,,,,20.5x13cm,NONE,,1918-0283_wotm,1918-04-02T00:00:00Z,WM. F. HEALY'S 42ND ST. GRILL,,,COMPLETE,1,17
32551,HOTEL CHAMBERLIN,,,,23x14cm,NONE,,1918-0284_wotm,1918-04-06T00:00:00Z,HOTEL CHAMBERLIN,,,COMPLETE,2,47
32552,"WALDORF, ASTORIA",,,,22x17cm folded; 22x34cm open,NONE,The Associated Press,1918-0285_wotm,1918-04-23T00:00:00Z,WALDORF ASTORIA,,,COMPLETE,3,14
32553,HOTEL TRAYMORE,,,,28x20.5cm folded; 28x41cm open,NONE,,1918-0286_wotm,1918-04-06T00:00:00Z,HOTEL TRAYMORE,Dollars,$,COMPLETE,4,254
32554,HOTEL TRAYMORE,,,,25.5x19cm,NONE,,1918-0287_wotm,1918-04-16T00:00:00Z,HOTEL TRAYMORE,,,COMPLETE,1,55
32555,THE HOMESTEAD,,,,16.5x12cm folded; 16.5x24cm open,NONE,,1918-0288_wotm,1918-04-23T00:00:00Z,THE HOMESTEAD,,,COMPLETE,2,90
32556,DELMONICO'S NY,,,,30.5x22cm,NONE,one side of menu is printed in French,1918-0289_wotm,1918-04-19T00:00:00Z,DELMONICOS,Dollars,$,COMPLETE,2,274
32557,GRAND HOTEL - ROME,,,,16.5x12cm folded; 16.5x24cm open,NONE,American University Union Inauguration of the Italian Branch in Rome,1918-0290_wotm,1918-05-28T00:00:00Z,GRAND HOTEL - ROME,,,COMPLETE,2,7
32558,HOTEL GIBSON,,,,21x14.5cm folded; 21x29cm open,NONE,Military Order of the Loyal Legion of the United States Commandrey of the State of Ohio,1918-0291_wotm,1918-05-01T00:00:00Z,HOTEL GIBSON,,,COMPLETE,6,17
32559,HOTEL ASTOR,,,,27x17cm folded; 27x34cm open,NONE,,1918-0292_wotm,1918-06-01T00:00:00Z,HOTEL ASTOR,Dollars,$,COMPLETE,2,100
32560,HOTEL TRAYMORE,,,,28x20.5cm,NONE,,1918-0293_wotm,1918-06-06T00:00:00Z,HOTEL TRAYMORE,,,COMPLETE,1,55
32561,SHIPS OPERATING IN ATLANTIC AND GULF SERVICE,,,,35.5x25.5cm,NONE,US Food Administration,1918-0294_wotm,1918-02-01T00:00:00Z,SHIPS OPERATING IN ATLANTIC AND GULF SERVICE,,,COMPLETE,1,119
32562,HOTEL EASTERN,,,,31x21cm folded; 31x42cm open,NONE,menu is ripped,1918-0295_wotm,1918-02-01T00:00:00Z,EASTERN HOTEL,Dollars,$,COMPLETE,3,367
32563,HOTEL ASTOR,,,,27x17cm,NONE,one side of menu is printed in French,1918-0296_wotm,1918-06-13T00:00:00Z,HOTEL ASTOR,Dollars,$,COMPLETE,2,280
32564,HOTEL ASTOR,,,,27x17cm,NONE,,1918-0297_wotm,1918-06-10T00:00:00Z,HOTEL ASTOR,Dollars,$,COMPLETE,2,139
32565,HOTEL PALAIS D'ORSAY,,,,19.5x13cm folded; 19.5x26cm open,NONE,American Chamber of Commerce in Paris,1918-0298_wotm,1918-07-04T00:00:00Z,HOTEL PALAIS D'ORSAY,,,COMPLETE,5,12
32566,THE WALPOLE INN,,,,23.5x15cm,NONE,,1918-0299_wotm,1918-07-03T00:00:00Z,THE WALPOLE INN,,,COMPLETE,1,24
32567,THE WALPOLE INN,,,,20.5x14cm,NONE,,1918-0300_wotm,1918-07-08T00:00:00Z,THE WALPOLE INN,,,COMPLETE,1,29
32568,"WALDORF, ASTORIA",,,,21.5x16cm folded; 21.5x32cm open,NONE,The Mayor's Committee on National Defense,1918-0301_wotm,1918-08-21T00:00:00Z,WALDORF ASTORIA,,,COMPLETE,6,32
32569,THE WINDOSR,,,,24x14cm,NONE,,1918-0302_wotm,1918-09-03T00:00:00Z,THE WINDOSR,Dollars,$,COMPLETE,1,78
32570,RIVADAVIA,,,,23x16cm folded; 23x32cm open,NONE,A Bordo del Acorazado Argentino,1918-0303_wotm,1918-09-05T00:00:00Z,RIVADAVIA,,,COMPLETE,2,9
32571,"WALDORF, ASTORIA",,,,18x13.5cm folded; 18x27cm open,NONE,France-America Society,1918-0304_wotm,1918-09-06T00:00:00Z,WALDORF ASTORIA,,,COMPLETE,14,17
32572,JOE'S RESTAURANT,,,,36x19cm folded; 36x38cm open,NONE,,1918-0305_wotm,1918-09-10T00:00:00Z,JOE'S RESTAURANT,Dollars,$,COMPLETE,4,387
32574,HOTEL TRAYMORE,,,,28x16.5cm,NONE,Garde Republicaine of France,1918-0307_wotm,1918-11-09T00:00:00Z,HOTEL TRAYMORE,,,COMPLETE,1,9
32575,"WALDORF, ASTORIA",,,,25.5x17cm folded; 25.5x34cm open,NONE,Society of Arts and Sciences dinner in honor of Charles M. Schwab,1918-0308_wotm,1918-11-13T00:00:00Z,WALDORF ASTORIA,,,COMPLETE,4,16
32576,HOTEL ROYAL - ROME,,,,16x12cm folded; 16x24cm open,NONE,American University Union in Europe. Opening of Club Rooms of the Italian Branch.,1918-0309_wotm,1918-11-16T00:00:00Z,HOTEL ROYAL - ROME,,,COMPLETE,2,10
32577,ABBEY INN,,,,28x18cm,NONE,,1918-0310_wotm,1918-11-25T00:00:00Z,ABBEY INN,Drachmas,Drs.,COMPLETE,2,188
32578,CHALFONTE,,,,20x13cm,NONE,,1918-0311_wotm,1918-11-27T00:00:00Z,CHALFONTE,,,COMPLETE,1,62
32579,UNION CLUB,,,,17x14.5cm folded; 17x29cm open,NONE,,1918-0312_wotm,1918-11-27T00:00:00Z,UNION CLUB,,,COMPLETE,4,20
32580,HOTEL TRAYMORE,,,,28x20.5cm folded; 28x41cm open,NONE,,1918-0313_wotm,1918-11-01T00:00:00Z,HOTEL TRAYMORE,,,COMPLETE,2,54
32581,"WALDORF, ASTORIA",,,,22x16.5cm folded; 22x33cm open,NONE,St. Andrew's Society,1918-0314_wotm,1918-11-30T00:00:00Z,WALDORF ASTORIA,,,COMPLETE,3,14
32582,RIVERSIDE DINING ROOM,,,,26.5x18cm folded; 26.5x36cm open,NONE,menu ripped in half,1918-0315_wotm,1918-09-14T00:00:00Z,RIVERSIDE DINING ROOM,Dollars,$,COMPLETE,3,118
32583,HOTEL JUDSON,,,,21.5x14cm folded; 21.5x28cm open,NONE,,1918-0316_wotm,1918-12-25T00:00:00Z,HOTEL JUDSON,,,COMPLETE,2,26
